"BLN","TGL","DHUHUR","ASHAR","MAGHRIB","ISYA","SUBUH","TERBIT","DHUHA"
6,9,30/12/1899 11:31:00,30/12/1899 14:51:00,30/12/1899 17:21:00,30/12/1899 18:36:00,30/12/1899 04:20:00,30/12/1899 05:37:00,30/12/1899 06:01:00
6,10,30/12/1899 11:31:00,30/12/1899 14:51:00,30/12/1899 17:21:00,30/12/1899 18:36:00,30/12/1899 04:20:00,30/12/1899 05:37:00,30/12/1899 06:01:00
6,11,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,12,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,13,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,14,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,15,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,16,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,17,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,18,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,19,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,20,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,21,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,22,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,23,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,24,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,25,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,26,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,27,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,28,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,29,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,30,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
7,1,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,2,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,3,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,4,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,5,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,6,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,7,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,8,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,9,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,10,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,11,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,12,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,13,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,14,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,15,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,16,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:30:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,17,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:30:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,18,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:30:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,19,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:30:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,20,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:30:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,21,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:07:00
7,22,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:07:00
7,23,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:07:00
7,24,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:07:00
7,25,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:07:00
7,26,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,27,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,28,30/12/1899 11:39:00,30/12/1899 14:53:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,29,30/12/1899 11:39:00,30/12/1899 14:53:00,30/12/1899 17:31:00,30/12/1899 18:43:00,30/12/1899 04:26:00,30/12/1899 05:42:00,30/12/1899 06:06:00
10,22,30/12/1899 11:17:00,30/12/1899 14:28:00,30/12/1899 17:26:00,30/12/1899 18:36:00,30/12/1899 03:52:00,30/12/1899 05:03:00,30/12/1899 05:27:00
10,23,30/12/1899 11:17:00,30/12/1899 14:28:00,30/12/1899 17:26:00,30/12/1899 18:36:00,30/12/1899 03:52:00,30/12/1899 05:03:00,30/12/1899 05:27:00
10,24,30/12/1899 11:17:00,30/12/1899 14:28:00,30/12/1899 17:26:00,30/12/1899 18:36:00,30/12/1899 03:52:00,30/12/1899 05:03:00,30/12/1899 05:27:00
10,25,30/12/1899 11:17:00,30/12/1899 14:28:00,30/12/1899 17:26:00,30/12/1899 18:36:00,30/12/1899 03:52:00,30/12/1899 05:03:00,30/12/1899 05:27:00
10,26,30/12/1899 11:16:00,30/12/1899 14:31:00,30/12/1899 17:27:00,30/12/1899 18:38:00,30/12/1899 03:47:00,30/12/1899 05:02:00,30/12/1899 05:26:00
10,27,30/12/1899 11:16:00,30/12/1899 14:31:00,30/12/1899 17:27:00,30/12/1899 18:38:00,30/12/1899 03:47:00,30/12/1899 05:02:00,30/12/1899 05:26:00
10,28,30/12/1899 11:16:00,30/12/1899 14:31:00,30/12/1899 17:27:00,30/12/1899 18:38:00,30/12/1899 03:47:00,30/12/1899 05:02:00,30/12/1899 05:26:00
10,29,30/12/1899 11:16:00,30/12/1899 14:31:00,30/12/1899 17:27:00,30/12/1899 18:38:00,30/12/1899 03:47:00,30/12/1899 05:02:00,30/12/1899 05:26:00
10,30,30/12/1899 11:16:00,30/12/1899 14:31:00,30/12/1899 17:27:00,30/12/1899 18:38:00,30/12/1899 03:47:00,30/12/1899 05:02:00,30/12/1899 05:26:00
10,31,30/12/1899 11:16:00,30/12/1899 14:31:00,30/12/1899 17:27:00,30/12/1899 18:38:00,30/12/1899 03:47:00,30/12/1899 05:02:00,30/12/1899 05:26:00
11,1,30/12/1899 11:16:00,30/12/1899 14:34:00,30/12/1899 17:28:00,30/12/1899 18:40:00,30/12/1899 03:47:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,2,30/12/1899 11:16:00,30/12/1899 14:34:00,30/12/1899 17:28:00,30/12/1899 18:40:00,30/12/1899 03:47:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,3,30/12/1899 11:16:00,30/12/1899 14:34:00,30/12/1899 17:28:00,30/12/1899 18:40:00,30/12/1899 03:47:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,4,30/12/1899 11:16:00,30/12/1899 14:34:00,30/12/1899 17:28:00,30/12/1899 18:40:00,30/12/1899 03:47:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,5,30/12/1899 11:16:00,30/12/1899 14:34:00,30/12/1899 17:28:00,30/12/1899 18:40:00,30/12/1899 03:47:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,6,30/12/1899 11:17:00,30/12/1899 14:35:00,30/12/1899 17:30:00,30/12/1899 18:43:00,30/12/1899 03:46:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,7,30/12/1899 11:17:00,30/12/1899 14:35:00,30/12/1899 17:30:00,30/12/1899 18:43:00,30/12/1899 03:46:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,8,30/12/1899 11:17:00,30/12/1899 14:35:00,30/12/1899 17:30:00,30/12/1899 18:43:00,30/12/1899 03:46:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,9,30/12/1899 11:17:00,30/12/1899 14:35:00,30/12/1899 17:30:00,30/12/1899 18:43:00,30/12/1899 03:46:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,10,30/12/1899 11:17:00,30/12/1899 14:35:00,30/12/1899 17:30:00,30/12/1899 18:43:00,30/12/1899 03:46:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,11,30/12/1899 11:17:00,30/12/1899 14:37:00,30/12/1899 17:31:00,30/12/1899 18:44:00,30/12/1899 03:45:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,12,30/12/1899 11:17:00,30/12/1899 14:37:00,30/12/1899 17:31:00,30/12/1899 18:44:00,30/12/1899 03:45:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,13,30/12/1899 11:17:00,30/12/1899 14:37:00,30/12/1899 17:31:00,30/12/1899 18:44:00,30/12/1899 03:45:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,14,30/12/1899 11:17:00,30/12/1899 14:37:00,30/12/1899 17:31:00,30/12/1899 18:44:00,30/12/1899 03:45:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,15,30/12/1899 11:17:00,30/12/1899 14:37:00,30/12/1899 17:31:00,30/12/1899 18:44:00,30/12/1899 03:45:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,16,30/12/1899 11:18:00,30/12/1899 14:40:00,30/12/1899 17:33:00,30/12/1899 18:46:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,17,30/12/1899 11:18:00,30/12/1899 14:40:00,30/12/1899 17:33:00,30/12/1899 18:46:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,18,30/12/1899 11:18:00,30/12/1899 14:40:00,30/12/1899 17:33:00,30/12/1899 18:46:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,19,30/12/1899 11:18:00,30/12/1899 14:40:00,30/12/1899 17:33:00,30/12/1899 18:46:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,20,30/12/1899 11:18:00,30/12/1899 14:40:00,30/12/1899 17:33:00,30/12/1899 18:46:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:24:00
11,21,30/12/1899 11:20:00,30/12/1899 14:43:00,30/12/1899 17:35:00,30/12/1899 18:49:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,22,30/12/1899 11:20:00,30/12/1899 14:43:00,30/12/1899 17:35:00,30/12/1899 18:49:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,23,30/12/1899 11:20:00,30/12/1899 14:43:00,30/12/1899 17:35:00,30/12/1899 18:49:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,24,30/12/1899 11:20:00,30/12/1899 14:43:00,30/12/1899 17:35:00,30/12/1899 18:49:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,25,30/12/1899 11:20:00,30/12/1899 14:43:00,30/12/1899 17:35:00,30/12/1899 18:49:00,30/12/1899 03:44:00,30/12/1899 05:01:00,30/12/1899 05:25:00
11,26,30/12/1899 11:21:00,30/12/1899 14:45:00,30/12/1899 17:37:00,30/12/1899 18:51:00,30/12/1899 03:44:00,30/12/1899 05:02:00,30/12/1899 05:26:00
11,27,30/12/1899 11:21:00,30/12/1899 14:45:00,30/12/1899 17:37:00,30/12/1899 18:51:00,30/12/1899 03:44:00,30/12/1899 05:02:00,30/12/1899 05:26:00
11,28,30/12/1899 11:21:00,30/12/1899 14:45:00,30/12/1899 17:37:00,30/12/1899 18:51:00,30/12/1899 03:44:00,30/12/1899 05:02:00,30/12/1899 05:26:00
11,29,30/12/1899 11:21:00,30/12/1899 14:45:00,30/12/1899 17:37:00,30/12/1899 18:51:00,30/12/1899 03:44:00,30/12/1899 05:02:00,30/12/1899 05:26:00
11,30,30/12/1899 11:21:00,30/12/1899 14:45:00,30/12/1899 17:37:00,30/12/1899 18:51:00,30/12/1899 03:44:00,30/12/1899 05:02:00,30/12/1899 05:26:00
12,1,30/12/1899 11:23:00,30/12/1899 14:48:00,30/12/1899 17:39:00,30/12/1899 18:54:00,30/12/1899 03:45:00,30/12/1899 05:04:00,30/12/1899 05:28:00
12,2,30/12/1899 11:23:00,30/12/1899 14:48:00,30/12/1899 17:39:00,30/12/1899 18:54:00,30/12/1899 03:45:00,30/12/1899 05:04:00,30/12/1899 05:28:00
12,3,30/12/1899 11:23:00,30/12/1899 14:48:00,30/12/1899 17:39:00,30/12/1899 18:54:00,30/12/1899 03:45:00,30/12/1899 05:04:00,30/12/1899 05:28:00
12,4,30/12/1899 11:23:00,30/12/1899 14:48:00,30/12/1899 17:39:00,30/12/1899 18:54:00,30/12/1899 03:45:00,30/12/1899 05:04:00,30/12/1899 05:28:00
12,5,30/12/1899 11:23:00,30/12/1899 14:48:00,30/12/1899 17:39:00,30/12/1899 18:54:00,30/12/1899 03:45:00,30/12/1899 05:04:00,30/12/1899 05:28:00
12,6,30/12/1899 11:25:00,30/12/1899 14:50:00,30/12/1899 17:41:00,30/12/1899 18:57:00,30/12/1899 03:46:00,30/12/1899 05:06:00,30/12/1899 05:29:00
12,7,30/12/1899 11:25:00,30/12/1899 14:50:00,30/12/1899 17:41:00,30/12/1899 18:57:00,30/12/1899 03:46:00,30/12/1899 05:06:00,30/12/1899 05:29:00
12,8,30/12/1899 11:25:00,30/12/1899 14:50:00,30/12/1899 17:41:00,30/12/1899 18:57:00,30/12/1899 03:46:00,30/12/1899 05:06:00,30/12/1899 05:29:00
12,9,30/12/1899 11:25:00,30/12/1899 14:50:00,30/12/1899 17:41:00,30/12/1899 18:57:00,30/12/1899 03:46:00,30/12/1899 05:06:00,30/12/1899 05:29:00
12,10,30/12/1899 11:25:00,30/12/1899 14:50:00,30/12/1899 17:41:00,30/12/1899 18:57:00,30/12/1899 03:46:00,30/12/1899 05:06:00,30/12/1899 05:29:00
12,11,30/12/1899 11:27:00,30/12/1899 14:52:00,30/12/1899 17:44:00,30/12/1899 18:59:00,30/12/1899 03:47:00,30/12/1899 05:07:00,30/12/1899 05:31:00
12,12,30/12/1899 11:27:00,30/12/1899 14:52:00,30/12/1899 17:44:00,30/12/1899 18:59:00,30/12/1899 03:47:00,30/12/1899 05:07:00,30/12/1899 05:31:00
12,13,30/12/1899 11:27:00,30/12/1899 14:52:00,30/12/1899 17:44:00,30/12/1899 18:59:00,30/12/1899 03:47:00,30/12/1899 05:07:00,30/12/1899 05:31:00
12,14,30/12/1899 11:27:00,30/12/1899 14:52:00,30/12/1899 17:44:00,30/12/1899 18:59:00,30/12/1899 03:47:00,30/12/1899 05:07:00,30/12/1899 05:31:00
12,15,30/12/1899 11:27:00,30/12/1899 14:52:00,30/12/1899 17:44:00,30/12/1899 18:59:00,30/12/1899 03:47:00,30/12/1899 05:07:00,30/12/1899 05:31:00
12,16,30/12/1899 11:29:00,30/12/1899 14:55:00,30/12/1899 17:46:00,30/12/1899 19:01:00,30/12/1899 03:48:00,30/12/1899 05:09:00,30/12/1899 05:33:00
12,17,30/12/1899 11:29:00,30/12/1899 14:55:00,30/12/1899 17:46:00,30/12/1899 19:01:00,30/12/1899 03:48:00,30/12/1899 05:09:00,30/12/1899 05:33:00
12,18,30/12/1899 11:29:00,30/12/1899 14:55:00,30/12/1899 17:46:00,30/12/1899 19:01:00,30/12/1899 03:48:00,30/12/1899 05:09:00,30/12/1899 05:33:00
12,19,30/12/1899 11:29:00,30/12/1899 14:55:00,30/12/1899 17:46:00,30/12/1899 19:01:00,30/12/1899 03:48:00,30/12/1899 05:09:00,30/12/1899 05:33:00
12,20,30/12/1899 11:29:00,30/12/1899 14:55:00,30/12/1899 17:46:00,30/12/1899 19:01:00,30/12/1899 03:48:00,30/12/1899 05:09:00,30/12/1899 05:33:00
12,21,30/12/1899 11:32:00,30/12/1899 14:58:00,30/12/1899 17:49:00,30/12/1899 19:04:00,30/12/1899 03:51:00,30/12/1899 05:12:00,30/12/1899 05:36:00
12,22,30/12/1899 11:32:00,30/12/1899 14:58:00,30/12/1899 17:49:00,30/12/1899 19:04:00,30/12/1899 03:51:00,30/12/1899 05:12:00,30/12/1899 05:36:00
12,23,30/12/1899 11:32:00,30/12/1899 14:58:00,30/12/1899 17:49:00,30/12/1899 19:04:00,30/12/1899 03:51:00,30/12/1899 05:12:00,30/12/1899 05:36:00
12,24,30/12/1899 11:32:00,30/12/1899 14:58:00,30/12/1899 17:49:00,30/12/1899 19:04:00,30/12/1899 03:51:00,30/12/1899 05:12:00,30/12/1899 05:36:00
12,25,30/12/1899 11:32:00,30/12/1899 14:58:00,30/12/1899 17:49:00,30/12/1899 19:04:00,30/12/1899 03:51:00,30/12/1899 05:12:00,30/12/1899 05:36:00
12,26,30/12/1899 11:34:00,30/12/1899 15:00:00,30/12/1899 17:51:00,30/12/1899 19:06:00,30/12/1899 03:53:00,30/12/1899 05:14:00,30/12/1899 05:38:00
12,27,30/12/1899 11:34:00,30/12/1899 15:00:00,30/12/1899 17:51:00,30/12/1899 19:06:00,30/12/1899 03:53:00,30/12/1899 05:14:00,30/12/1899 05:38:00
12,28,30/12/1899 11:34:00,30/12/1899 15:00:00,30/12/1899 17:51:00,30/12/1899 19:06:00,30/12/1899 03:53:00,30/12/1899 05:14:00,30/12/1899 05:38:00
12,29,30/12/1899 11:34:00,30/12/1899 15:00:00,30/12/1899 17:51:00,30/12/1899 19:06:00,30/12/1899 03:53:00,30/12/1899 05:14:00,30/12/1899 05:38:00
12,30,30/12/1899 11:34:00,30/12/1899 15:00:00,30/12/1899 17:51:00,30/12/1899 19:06:00,30/12/1899 03:53:00,30/12/1899 05:14:00,30/12/1899 05:38:00
12,31,30/12/1899 11:34:00,30/12/1899 15:00:00,30/12/1899 17:51:00,30/12/1899 19:06:00,30/12/1899 03:53:00,30/12/1899 05:14:00,30/12/1899 05:38:00
